pageid,title
3682763,Jigme Khesar Namgyel Wangchuck
33344106,Jetsun Pema
39187278,Batoo Tshering
58745899,Lotay Tshering
59015704,Tandi Dorji
59041604,Wangchuk Namgyel
59066170,Yeshey Penjor
59066433,Karma Donnen Wangdi
59068968,Dechen Wangmo (politician)
59073467,Loknath Sharma
59075497,Namgay Tshering
59076847,Ugyen Dorji (DNT politician)
59077089,Jai Bir Rai
59077165,Dorji Tshering
59606448,Tashi Dorji
